Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9WU78|PDC6I_MOUSE	Q9WU78	PDC6I_MOUSE	Pdcd6ip	869	Mus musculus	Programmed cell death 6-interacting protein	1:Experimental evidence at protein level	3.11	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9WUA3|PFKAP_MOUSE	Q9WUA3	PFKAP_MOUSE	Pfkp	784	Mus musculus	ATP-dependent 6-phosphofructokinase, platelet type	1:Experimental evidence at protein level	3.57	1.0000	0.9984	3	3	3	8	8	8	     0	     0	     0	2M(15.9949)		
sp|Q9WUK2|IF4H_MOUSE	Q9WUK2	IF4H_MOUSE	Eif4h	248	Mus musculus	Eukaryotic translation initiation factor 4H	1:Experimental evidence at protein level	21.77	1.0000	0.9990	5	5	5	30	30	30	     0	     0	     0	5M(15.9949)		
sp|Q9WUM4|COR1C_MOUSE	Q9WUM4	COR1C_MOUSE	Coro1c	474	Mus musculus	Coronin-1C	1:Experimental evidence at protein level	5.91	1.0000	0.9989	3	3	3	13	13	13	     0	     0	     0			
sp|Q9WUX5|IRAG1_MOUSE	Q9WUX5	IRAG1_MOUSE	Irag1	899	Mus musculus	Inositol 1,4,5-triphosphate receptor associated 1	1:Experimental evidence at protein level	2.67	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0	13M(15.9949), 1M(15.9949)		
sp|Q9WVA4|TAGL2_MOUSE	Q9WVA4	TAGL2_MOUSE	Tagln2	199	Mus musculus	Transgelin-2	1:Experimental evidence at protein level	34.67	1.0000	0.9990	7	5	7	30	15	30	     0	     0	     0	12M(15.9949), 3M(15.9949), 6M(15.9949), 7M(15.9949)		
sp|Q9Z0P4|PALM_MOUSE	Q9Z0P4	PALM_MOUSE	Palm	383	Mus musculus	Paralemmin-1	1:Experimental evidence at protein level	12.79	1.0000	0.9990	4	3	4	6	4	6	     0	     0	     0			
sp|Q9Z0U1|ZO2_MOUSE	Q9Z0U1	ZO2_MOUSE	Tjp2	1167	Mus musculus	Tight junction protein ZO-2	1:Experimental evidence at protein level	2.06	1.0000	0.9988	2	2	2	3	3	3	     0	     0	     0	1M(15.9949)		
sp|Q9Z1D1|EIF3G_MOUSE	Q9Z1D1	EIF3G_MOUSE	Eif3g	320	Mus musculus	Eukaryotic translation initiation factor 3 subunit G	1:Experimental evidence at protein level	12.81	1.0000	0.9990	3	3	3	7	7	7	     0	     0	     0			
sp|Q9Z1R2|BAG6_MOUSE	Q9Z1R2	BAG6_MOUSE	Bag6	1154	Mus musculus	Large proline-rich protein BAG6	1:Experimental evidence at protein level	2.25	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9Z204|HNRPC_MOUSE	Q9Z204	HNRPC_MOUSE	Hnrnpc	313	Mus musculus	Heterogeneous nuclear ribonucleoproteins C1/C2	1:Experimental evidence at protein level	17.89	1.0000	0.9990	6	6	6	18	18	18	     0	     0	     0	1M(15.9949)		
sp|P14211|CALR_MOUSE	P14211	CALR_MOUSE	Calr	416	Mus musculus	Calreticulin	1:Experimental evidence at protein level	3.37	0.9999	0.9918	2	2	2	5	5	5	     0	     0	     0			
sp|P17095|HMGA1_MOUSE	P17095	HMGA1_MOUSE	Hmga1	107	Mus musculus	High mobility group protein HMG-I/HMG-Y	1:Experimental evidence at protein level	15.89	0.9999	0.9889	2	2	2	3	3	3	     0	     0	     0			
sp|P35278|RAB5C_MOUSE	P35278	RAB5C_MOUSE	Rab5c	216	Mus musculus	Ras-related protein Rab-5C	1:Experimental evidence at protein level	11.11	0.9999	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P43277|H13_MOUSE	P43277	H13_MOUSE	H1-3	221	Mus musculus	Histone H1.3	1:Experimental evidence at protein level	43.89	0.9999	0.9990	15	1	1	148	3	3	     0	     0	     0	N-term(42.0106)		
sp|P47757|CAPZB_MOUSE	P47757	CAPZB_MOUSE	Capzb	277	Mus musculus	F-actin-capping protein subunit beta	1:Experimental evidence at protein level	6.14	0.9999	0.9987	2	2	2	4	4	4	     0	     0	     0			
sp|P50247|SAHH_MOUSE	P50247	SAHH_MOUSE	Ahcy	432	Mus musculus	Adenosylhomocysteinase	1:Experimental evidence at protein level	4.40	0.9999	0.9926	2	2	2	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|P53026|RL10A_MOUSE	P53026	RL10A_MOUSE	Rpl10a	217	Mus musculus	Large ribosomal subunit protein uL1	1:Experimental evidence at protein level	7.37	0.9999	0.9916	2	2	2	5	5	5	     0	     0	     0			
sp|P62301|RS13_MOUSE	P62301	RS13_MOUSE	Rps13	151	Mus musculus	Small ribosomal subunit protein uS15	1:Experimental evidence at protein level	7.28	0.9999	0.9950	2	2	2	5	5	5	     0	     0	     0			
sp|P70168|IMB1_MOUSE	P70168	IMB1_MOUSE	Kpnb1	876	Mus musculus	Importin subunit beta-1	1:Experimental evidence at protein level	1.83	0.9999	0.9960	2	2	2	6	6	6	     0	     0	     0			
sp|Q02248|CTNB1_MOUSE	Q02248	CTNB1_MOUSE	Ctnnb1	781	Mus musculus	Catenin beta-1	1:Experimental evidence at protein level	2.18	0.9999	0.9975	2	2	2	5	5	5	     0	     0	     0			
sp|Q61581|IBP7_MOUSE	Q61581	IBP7_MOUSE	Igfbp7	281	Mus musculus	Insulin-like growth factor-binding protein 7	1:Experimental evidence at protein level	10.32	0.9999	0.9990	2	2	2	6	6	6	     0	     0	     0	6C(57.0214)		
sp|Q62167|DDX3X_MOUSE	Q62167	DDX3X_MOUSE	Ddx3x	662	Mus musculus	ATP-dependent RNA helicase DDX3X	1:Experimental evidence at protein level	2.27	0.9999	0.9958	2	1	2	4	1	4	     0	     0	     0			
sp|Q62433|NDRG1_MOUSE	Q62433	NDRG1_MOUSE	Ndrg1	394	Mus musculus	Protein NDRG1	1:Experimental evidence at protein level	6.09	0.9999	0.9990	2	2	2	4	4	4	     0	     0	     0			
sp|Q64105|SPRE_MOUSE	Q64105	SPRE_MOUSE	Spr	261	Mus musculus	Sepiapterin reductase	1:Experimental evidence at protein level	9.96	0.9999	0.9990	2	2	2	3	3	3	     0	     0	     0	13M(15.9949)		
sp|Q8BMK4|CKAP4_MOUSE	Q8BMK4	CKAP4_MOUSE	Ckap4	575	Mus musculus	Cytoskeleton-associated protein 4	1:Experimental evidence at protein level	2.96	0.9999	0.9959	2	2	2	3	3	3	     0	     0	     0			
sp|Q9DCD0|6PGD_MOUSE	Q9DCD0	6PGD_MOUSE	Pgd	483	Mus musculus	6-phosphogluconate dehydrogenase, decarboxylating	1:Experimental evidence at protein level	3.52	0.9999	0.9959	2	2	2	4	4	4	     0	     0	     0			
sp|Q9JK92|HSPB8_MOUSE	Q9JK92	HSPB8_MOUSE	Hspb8	196	Mus musculus	Heat shock protein beta-8	1:Experimental evidence at protein level	7.65	0.9999	0.9949	2	2	2	3	3	3	     0	     0	     0			
sp|Q9R269|PEPL_MOUSE	Q9R269	PEPL_MOUSE	Ppl	1755	Mus musculus	Periplakin	1:Experimental evidence at protein level	1.25	0.9999	0.9985	2	2	2	4	4	4	     0	     0	     0			
sp|O70152|DPM1_MOUSE	O70152	DPM1_MOUSE	Dpm1	260	Mus musculus	Dolichol-phosphate mannosyltransferase subunit 1	1:Experimental evidence at protein level	7.69	0.9998	0.9986	2	2	2	4	4	4	     0	     0	     0			
sp|P18760|COF1_MOUSE	P18760	COF1_MOUSE	Cfl1	166	Mus musculus	Cofilin-1	1:Experimental evidence at protein level	15.66	0.9998	0.9990	2	1	1	13	7	7	     0	     0	     0	12C(57.0214)		
sp|P70336|ROCK2_MOUSE	P70336	ROCK2_MOUSE	Rock2	1388	Mus musculus	Rho-associated protein kinase 2	1:Experimental evidence at protein level	1.30	0.9998	0.9979	2	2	2	4	4	4	     0	     0	     0	N-term(42.0106)		
sp|Q60675|LAMA2_MOUSE	Q60675	LAMA2_MOUSE	Lama2	3118	Mus musculus	Laminin subunit alpha-2	1:Experimental evidence at protein level	0.58	0.9998	0.9977	2	2	2	4	4	4	     0	     0	     0			
sp|Q8C2Q3|RBM14_MOUSE	Q8C2Q3	RBM14_MOUSE	Rbm14	669	Mus musculus	RNA-binding protein 14	1:Experimental evidence at protein level	2.69	0.9998	0.9898	2	2	2	2	2	2	     0	     0	     0	4M(15.9949)		
sp|Q93092|TALDO_MOUSE	Q93092	TALDO_MOUSE	Taldo1	337	Mus musculus	Transaldolase	1:Experimental evidence at protein level	4.45	0.9998	0.9899	2	2	2	6	6	6	     0	     0	     0			
sp|Q9CQV8|1433B_MOUSE	Q9CQV8	1433B_MOUSE	Ywhab	246	Mus musculus	14-3-3 protein beta/alpha	1:Experimental evidence at protein level	21.14	0.9998	0.9990	6	1	1	87	10	10	     0	     0	     0			
sp|Q9DCW4|ETFB_MOUSE	Q9DCW4	ETFB_MOUSE	Etfb	255	Mus musculus	Electron transfer flavoprotein subunit beta	1:Experimental evidence at protein level	7.84	0.9998	0.9989	2	2	2	3	3	3	     0	     0	     0			
sp|Q9QUI0|RHOA_MOUSE	Q9QUI0	RHOA_MOUSE	Rhoa	193	Mus musculus	Transforming protein RhoA	1:Experimental evidence at protein level	9.33	0.9998	0.9980	2	1	2	7	1	7	     0	     0	     0	5M(15.9949)		
sp|Q9Z2H5|E41L1_MOUSE	Q9Z2H5	E41L1_MOUSE	Epb41l1	879	Mus musculus	Band 4.1-like protein 1	1:Experimental evidence at protein level	2.96	0.9998	0.9990	2	2	2	20	20	20	     0	     0	     0			
sp|O09131|GSTO1_MOUSE	O09131	GSTO1_MOUSE	Gsto1	240	Mus musculus	Glutathione S-transferase omega-1	1:Experimental evidence at protein level	7.50	0.9997	0.9974	2	2	2	10	10	10	     0	     0	     0			
sp|O35639|ANXA3_MOUSE	O35639	ANXA3_MOUSE	Anxa3	323	Mus musculus	Annexin A3	1:Experimental evidence at protein level	5.26	0.9997	0.9935	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q61990|PCBP2_MOUSE	Q61990	PCBP2_MOUSE	Pcbp2	362	Mus musculus	Poly(rC)-binding protein 2	1:Experimental evidence at protein level	16.30	0.9997	0.9990	3	1	3	21	13	21	     0	     0	     0	13M(15.9949), 2M(15.9949), 4M(15.9949)		
sp|Q6ZQ38|CAND1_MOUSE	Q6ZQ38	CAND1_MOUSE	Cand1	1230	Mus musculus	Cullin-associated NEDD8-dissociated protein 1	1:Experimental evidence at protein level	1.38	0.9997	0.9952	2	2	2	4	4	4	     0	     0	     0			
sp|Q8R1M2|H2AJ_MOUSE	Q8R1M2	H2AJ_MOUSE	H2aj	129	Mus musculus	Histone H2A.J	1:Experimental evidence at protein level	41.09	0.9997	0.9990	7	0	1	331	0	243	     0	     0	     0			
sp|Q921F2|TADBP_MOUSE	Q921F2	TADBP_MOUSE	Tardbp	414	Mus musculus	TAR DNA-binding protein 43	1:Experimental evidence at protein level	7.00	0.9997	0.9902	2	2	2	4	4	4	     0	     0	     0			
sp|Q9DCT8|CRIP2_MOUSE	Q9DCT8	CRIP2_MOUSE	Crip2	208	Mus musculus	Cysteine-rich protein 2	1:Experimental evidence at protein level	15.38	0.9997	0.9838	2	2	2	3	3	3	     0	     0	     0			
sp|P27661|H2AX_MOUSE	P27661	H2AX_MOUSE	H2ax	143	Mus musculus	Histone H2AX	1:Experimental evidence at protein level	21.68	0.9996	0.9987	5	1	1	85	3	3	     0	     0	     0			
sp|Q3U7R1|ESYT1_MOUSE	Q3U7R1	ESYT1_MOUSE	Esyt1	1092	Mus musculus	Extended synaptotagmin-1	1:Experimental evidence at protein level	1.65	0.9996	0.9856	2	2	2	4	4	4	     0	     0	     0	8M(15.9949)		
sp|Q64669|NQO1_MOUSE	Q64669	NQO1_MOUSE	Nqo1	274	Mus musculus	NAD(P)H dehydrogenase [quinone] 1	1:Experimental evidence at protein level	6.20	0.9996	0.9802	2	2	2	3	3	3	     0	     0	     0			
sp|Q7TMM9|TBB2A_MOUSE	Q7TMM9	TBB2A_MOUSE	Tubb2a	445	Mus musculus	Tubulin beta-2A chain	1:Experimental evidence at protein level	21.35	0.9996	0.9987	6	1	1	20	1	1	     0	     0	     0			
sp|Q99KJ8|DCTN2_MOUSE	Q99KJ8	DCTN2_MOUSE	Dctn2	402	Mus musculus	Dynactin subunit 2	1:Experimental evidence at protein level	9.70	0.9996	0.9972	2	2	2	8	8	8	     0	     0	     0			
sp|Q9JHJ0|TMOD3_MOUSE	Q9JHJ0	TMOD3_MOUSE	Tmod3	352	Mus musculus	Tropomodulin-3	1:Experimental evidence at protein level	4.26	0.9996	0.9923	2	1	2	4	3	4	     0	     0	     0			
sp|P49443|PPM1A_MOUSE	P49443	PPM1A_MOUSE	Ppm1a	382	Mus musculus	Protein phosphatase 1A	1:Experimental evidence at protein level	7.07	0.9995	0.9982	2	1	2	2	1	2	     0	     0	     0			
sp|Q78PY7|SND1_MOUSE	Q78PY7	SND1_MOUSE	Snd1	910	Mus musculus	Staphylococcal nuclease domain-containing protein 1	1:Experimental evidence at protein level	1.87	0.9995	0.9972	2	2	2	7	7	7	     0	     0	     0			
sp|Q8BGQ7|SYAC_MOUSE	Q8BGQ7	SYAC_MOUSE	Aars1	968	Mus musculus	Alanine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	4.86	0.9995	0.9983	2	2	2	3	3	3	     0	     0	     0	12M(15.9949), 25C(57.0214), 27C(57.0214)		
sp|Q9CPW4|ARPC5_MOUSE	Q9CPW4	ARPC5_MOUSE	Arpc5	151	Mus musculus	Actin-related protein 2/3 complex subunit 5	1:Experimental evidence at protein level	5.96	0.9995	0.9889	2	2	2	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q7TQD2|TPPP_MOUSE	Q7TQD2	TPPP_MOUSE	Tppp	218	Mus musculus	Tubulin polymerization-promoting protein	1:Experimental evidence at protein level	8.26	0.9994	0.9982	2	2	2	4	4	4	     0	     0	     0			
sp|Q62376|RU17_MOUSE	Q62376	RU17_MOUSE	Snrnp70	448	Mus musculus	U1 small nuclear ribonucleoprotein 70 kDa	1:Experimental evidence at protein level	3.57	0.9992	0.9709	2	2	2	4	4	4	     0	     0	     0			
sp|P0C0S6|H2AZ_MOUSE	P0C0S6	H2AZ_MOUSE	H2az1	128	Mus musculus	Histone H2A.Z	1:Experimental evidence at protein level	20.31	0.9991	0.9990	3	0	1	287	0	255	     0	     0	     0			sp|Q3THW5|H2AV_MOUSE
sp|P68254|1433T_MOUSE	P68254	1433T_MOUSE	Ywhaq	245	Mus musculus	14-3-3 protein theta	1:Experimental evidence at protein level	15.10	0.9991	0.9990	4	1	1	29	3	3	     0	     0	     0			
sp|P70460|VASP_MOUSE	P70460	VASP_MOUSE	Vasp	375	Mus musculus	Vasodilator-stimulated phosphoprotein	1:Experimental evidence at protein level	5.87	0.9991	0.9959	2	2	2	4	4	4	     0	     0	     0			
contam_sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA2	142	Homo sapiens	Hemoglobin subunit alpha	1:Experimental evidence at protein level	15.49	0.9990	0.9989	2	1	1	127	124	124	     0	     0	     0			
sp|Q62407|SPEG_MOUSE	Q62407	SPEG_MOUSE	Speg	3262	Mus musculus	Striated muscle-specific serine/threonine-protein kinase	1:Experimental evidence at protein level	0.34	0.9990	0.9977	1	1	1	2	2	2	     0	     0	     0			
sp|Q6IRU2|TPM4_MOUSE	Q6IRU2	TPM4_MOUSE	Tpm4	248	Mus musculus	Tropomyosin alpha-4 chain	1:Experimental evidence at protein level	6.85	0.9990	0.9990	2	1	1	5	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q8R2Y2|MUC18_MOUSE	Q8R2Y2	MUC18_MOUSE	Mcam	648	Mus musculus	Cell surface glycoprotein MUC18	1:Experimental evidence at protein level	1.70	0.9988	0.9973	1	1	1	4	4	4	     0	     0	     0			
sp|P29037|TBP_MOUSE	P29037	TBP_MOUSE	Tbp	316	Mus musculus	TATA-box-binding protein	1:Experimental evidence at protein level	2.22	0.9981	0.9668	1	1	1	16	16	16	     0	     0	     0	1M(15.9949), 3C(57.0214)		
sp|Q6URW6|MYH14_MOUSE	Q6URW6	MYH14_MOUSE	Myh14	2000	Mus musculus	Myosin-14	1:Experimental evidence at protein level	1.75	0.9979	0.9935	5	1	1	40	1	1	     0	     0	     0			
sp|Q99LX0|PARK7_MOUSE	Q99LX0	PARK7_MOUSE	Park7	189	Mus musculus	Parkinson disease protein 7 homolog	1:Experimental evidence at protein level	7.41	0.9976	0.9669	2	2	2	6	6	6	     0	     0	     0			
sp|Q9ERG0|LIMA1_MOUSE	Q9ERG0	LIMA1_MOUSE	Lima1	753	Mus musculus	LIM domain and actin-binding protein 1	1:Experimental evidence at protein level	4.78	0.9973	0.9915	2	2	2	4	4	4	     0	     0	     0	26M(15.9949)		
sp|P63085|MK01_MOUSE	P63085	MK01_MOUSE	Mapk1	358	Mus musculus	Mitogen-activated protein kinase 1	1:Experimental evidence at protein level	4.47	0.9959	0.9574	2	2	2	4	4	4	     0	     0	     0			
sp|Q64478|H2B1H_MOUSE	Q64478	H2B1H_MOUSE	H2bc9	126	Mus musculus	Histone H2B type 1-H	1:Experimental evidence at protein level	78.57	0.9953	0.9690	15	0	1	182	0	7	     0	     0	     0			sp|Q6ZWY9|H2B1C_MOUSE
sp|Q91VR5|DDX1_MOUSE	Q91VR5	DDX1_MOUSE	Ddx1	740	Mus musculus	ATP-dependent RNA helicase DDX1	1:Experimental evidence at protein level	0.95	0.9891	0.9713	1	1	1	2	2	2	     0	     0	     0			
contam_sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens	Superoxide dismutase [Cu-Zn]	1:Experimental evidence at protein level	21.43	0.9834	0.9990	1	1	1	4	4	4	     0	     0	     0	21C(57.0214)		
sp|F6ZDS4|TPR_MOUSE	F6ZDS4	TPR_MOUSE	Tpr	2431	Mus musculus	Nucleoprotein TPR	1:Experimental evidence at protein level	0.99	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|O35129|PHB2_MOUSE	O35129	PHB2_MOUSE	Phb2	299	Mus musculus	Prohibitin-2	1:Experimental evidence at protein level	5.69	0.9834	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|O35295|PURB_MOUSE	O35295	PURB_MOUSE	Purb	324	Mus musculus	Transcriptional regulator protein Pur-beta	1:Experimental evidence at protein level	5.56	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|O70423|AOC3_MOUSE	O70423	AOC3_MOUSE	Aoc3	765	Mus musculus	Amine oxidase [copper-containing] 3	1:Experimental evidence at protein level	2.48	0.9834	0.9990	1	1	1	13	13	13	     0	     0	     0			
sp|O88653|LTOR3_MOUSE	O88653	LTOR3_MOUSE	Lamtor3	124	Mus musculus	Ragulator complex protein LAMTOR3	1:Experimental evidence at protein level	18.55	0.9834	0.9990	1	1	1	70	70	70	     0	     0	     0			
sp|P07214|SPRC_MOUSE	P07214	SPRC_MOUSE	Sparc	302	Mus musculus	SPARC	1:Experimental evidence at protein level	4.30	0.9834	0.9990	1	1	1	5	5	5	     0	     0	     0			
sp|P07759|SPA3K_MOUSE	P07759	SPA3K_MOUSE	Serpina3k	418	Mus musculus	Serine protease inhibitor A3K	1:Experimental evidence at protein level	5.50	0.9834	0.9990	1	1	1	44	44	44	     0	     0	     0			
sp|P08207|S10AA_MOUSE	P08207	S10AA_MOUSE	S100a10	97	Mus musculus	Protein S100-A10	1:Experimental evidence at protein level	17.53	0.9834	0.9990	1	1	1	33	33	33	     0	     0	     0			
sp|P14869|RLA0_MOUSE	P14869	RLA0_MOUSE	Rplp0	317	Mus musculus	Large ribosomal subunit protein uL10	1:Experimental evidence at protein level	8.52	0.9834	0.9990	1	1	1	18	18	18	     0	     0	     0	6C(57.0214)		
sp|P15105|GLNA_MOUSE	P15105	GLNA_MOUSE	Glul	373	Mus musculus	Glutamine synthetase	1:Experimental evidence at protein level	5.36	0.9834	0.9990	1	1	1	9	9	9	     0	     0	     0			
sp|P35550|FBRL_MOUSE	P35550	FBRL_MOUSE	Fbl	327	Mus musculus	rRNA 2'-O-methyltransferase fibrillarin	1:Experimental evidence at protein level	5.81	0.9834	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P56959|FUS_MOUSE	P56959	FUS_MOUSE	Fus	518	Mus musculus	RNA-binding protein FUS	1:Experimental evidence at protein level	4.63	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0	16M(15.9949)		
sp|P57759|ERP29_MOUSE	P57759	ERP29_MOUSE	Erp29	262	Mus musculus	Endoplasmic reticulum resident protein 29	1:Experimental evidence at protein level	5.73	0.9834	0.9990	1	1	1	80	80	80	     0	     0	     0			
sp|P62141|PP1B_MOUSE	P62141	PP1B_MOUSE	Ppp1cb	327	Mus musculus	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	1:Experimental evidence at protein level	4.89	0.9834	0.9990	1	1	1	10	10	10	     0	     0	     0			
sp|P62320|SMD3_MOUSE	P62320	SMD3_MOUSE	Snrpd3	126	Mus musculus	Small nuclear ribonucleoprotein Sm D3	1:Experimental evidence at protein level	22.22	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0	19C(57.0214), N-term(42.0106)		
sp|P62774|MTPN_MOUSE	P62774	MTPN_MOUSE	Mtpn	118	Mus musculus	Myotrophin	1:Experimental evidence at protein level	14.41	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|P63037|DNJA1_MOUSE	P63037	DNJA1_MOUSE	Dnaja1	397	Mus musculus	DnaJ homolog subfamily A member 1	1:Experimental evidence at protein level	4.79	0.9834	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P82198|BGH3_MOUSE	P82198	BGH3_MOUSE	Tgfbi	683	Mus musculus	Transforming growth factor-beta-induced protein ig-h3	1:Experimental evidence at protein level	1.61	0.9834	0.9990	1	1	1	12	12	12	     0	     0	     0			
sp|P84089|ERH_MOUSE	P84089	ERH_MOUSE	Erh	104	Mus musculus	Enhancer of rudimentary homolog	1:Experimental evidence at protein level	15.38	0.9834	0.9990	1	1	1	14	14	14	     0	     0	     0	N-term(42.0106)		
sp|P97429|ANXA4_MOUSE	P97429	ANXA4_MOUSE	Anxa4	319	Mus musculus	Annexin A4	1:Experimental evidence at protein level	5.02	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q01730|RSU1_MOUSE	Q01730	RSU1_MOUSE	Rsu1	277	Mus musculus	Ras suppressor protein 1	1:Experimental evidence at protein level	4.33	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0	9M(15.9949)		
sp|Q3UPL0|SC31A_MOUSE	Q3UPL0	SC31A_MOUSE	Sec31a	1230	Mus musculus	Protein transport protein Sec31A	1:Experimental evidence at protein level	1.46	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q3UZ39|LRRF1_MOUSE	Q3UZ39	LRRF1_MOUSE	Lrrfip1	729	Mus musculus	Leucine-rich repeat flightless-interacting protein 1	1:Experimental evidence at protein level	2.88	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q5XJY5|COPD_MOUSE	Q5XJY5	COPD_MOUSE	Arcn1	511	Mus musculus	Coatomer subunit delta	1:Experimental evidence at protein level	2.74	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0	11M(15.9949), 7M(15.9949)		
sp|Q60668|HNRPD_MOUSE	Q60668	HNRPD_MOUSE	Hnrnpd	355	Mus musculus	Heterogeneous nuclear ribonucleoprotein D0	1:Experimental evidence at protein level	4.79	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0	7C(57.0214)		
sp|Q60692|PSB6_MOUSE	Q60692	PSB6_MOUSE	Psmb6	238	Mus musculus	Proteasome subunit beta type-6	1:Experimental evidence at protein level	16.39	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q60973|RBBP7_MOUSE	Q60973	RBBP7_MOUSE	Rbbp7	425	Mus musculus	Histone-binding protein RBBP7	1:Experimental evidence at protein level	5.65	0.9834	0.9990	1	1	1	79	79	79	     0	     0	     0			
sp|Q6P4T2|U520_MOUSE	Q6P4T2	U520_MOUSE	Snrnp200	2136	Mus musculus	U5 small nuclear ribonucleoprotein 200 kDa helicase	1:Experimental evidence at protein level	0.89	0.9834	0.9990	1	1	1	4	4	4	     0	     0	     0			
sp|Q6WVG3|KCD12_MOUSE	Q6WVG3	KCD12_MOUSE	Kctd12	327	Mus musculus	BTB/POZ domain-containing protein KCTD12	1:Experimental evidence at protein level	5.20	0.9834	0.9990	1	1	1	4	4	4	     0	     0	     0			
sp|Q6ZWX6|IF2A_MOUSE	Q6ZWX6	IF2A_MOUSE	Eif2s1	315	Mus musculus	Eukaryotic translation initiation factor 2 subunit 1	1:Experimental evidence at protein level	3.81	0.9834	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q80X50|UBP2L_MOUSE	Q80X50	UBP2L_MOUSE	Ubap2l	1107	Mus musculus	Ubiquitin-associated protein 2-like	1:Experimental evidence at protein level	1.17	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q80YX1|TENA_MOUSE	Q80YX1	TENA_MOUSE	Tnc	2110	Mus musculus	Tenascin	1:Experimental evidence at protein level	0.76	0.9834	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|Q8BHN3|GANAB_MOUSE	Q8BHN3	GANAB_MOUSE	Ganab	944	Mus musculus	Neutral alpha-glucosidase AB	1:Experimental evidence at protein level	2.22	0.9834	0.9990	1	1	1	45	45	45	     0	     0	     0			
sp|Q8BJU0|SGTA_MOUSE	Q8BJU0	SGTA_MOUSE	Sgta	315	Mus musculus	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	1:Experimental evidence at protein level	5.40	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q8BX02|KANK2_MOUSE	Q8BX02	KANK2_MOUSE	Kank2	843	Mus musculus	KN motif and ankyrin repeat domain-containing protein 2	1:Experimental evidence at protein level	1.78	0.9834	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q8BX10|PGAM5_MOUSE	Q8BX10	PGAM5_MOUSE	Pgam5	288	Mus musculus	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1:Experimental evidence at protein level	6.25	0.9834	0.9990	1	1	1	7	7	7	     0	     0	     0			
sp|Q8CC35|SYNPO_MOUSE	Q8CC35	SYNPO_MOUSE	Synpo	929	Mus musculus	Synaptopodin	1:Experimental evidence at protein level	2.58	0.9834	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q8CIE6|COPA_MOUSE	Q8CIE6	COPA_MOUSE	Copa	1224	Mus musculus	Coatomer subunit alpha	1:Experimental evidence at protein level	1.23	0.9834	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q8K124|PKHO2_MOUSE	Q8K124	PKHO2_MOUSE	Plekho2	495	Mus musculus	Pleckstrin homology domain-containing family O member 2	1:Experimental evidence at protein level	4.24	0.9834	0.9990	1	1	1	1	1	1	     0	     0	     0	3M(15.9949)		
sp|Q8K183|PDXK_MOUSE	Q8K183	PDXK_MOUSE	Pdxk	312	Mus musculus	Pyridoxal kinase	1:Experimental evidence at protein level	5.45	0.9834	0.9990	1	1	1	4	4	4	     0	     0	     0			
